,Bill Number,First Name,Last Name,Party,State,Vote Cast
983,H.R. 815,Tina,Smith,D,MN,Yea
984,H.R. 815,Debbie,Stabenow,D,MI,Yea
985,H.R. 815,Dan,Sullivan,R,AK,Yea
986,H.R. 815,Jon,Tester,D,MT,Yea
987,H.R. 815,John,Thune,R,SD,Yea
988,H.R. 815,Thomas,Tillis,R,NC,Yea
989,H.R. 815,Tommy,Tuberville,R,AL,Not Voting
990,H.R. 815,Chris,Van Hollen,D,MD,Yea
991,H.R. 815,J.,Vance,R,OH,Nay
992,H.R. 815,Mark,Warner,D,VA,Yea
993,H.R. 815,Raphael,Warnock,D,GA,Yea
994,H.R. 815,Elizabeth,Warren,D,MA,Yea
995,H.R. 815,Peter,Welch,D,VT,Yea
996,H.R. 815,Sheldon,Whitehouse,D,RI,Yea
997,H.R. 815,Roger,Wicker,R,MS,Yea
998,H.R. 815,Ron,Wyden,D,OR,Yea
999,H.R. 815,Todd,Young,R,IN,Yea
