Unnamed: 0,Bill Number,First Name,Last Name,Party,State,Vote Cast,Name
766,H.R. 3935,Rand,Paul,R,KY,Yea,Rand Paul
767,H.R. 3935,Gary,Peters,D,MI,Yea,Gary Peters
768,H.R. 3935,John,Reed,D,RI,Yea,John Reed
769,H.R. 3935,Pete,Ricketts,R,NE,Yea,Pete Ricketts
770,H.R. 3935,James ,Risch,R,ID,Yea,James  Risch
771,H.R. 3935,Mitt,Romney,R,UT,Yea,Mitt Romney
772,H.R. 3935,Jacklyn,Rosen,D,NV,Yea,Jacklyn Rosen
773,H.R. 3935,Mike,Rounds,R,SD,Yea,Mike Rounds
774,H.R. 3935,Marco,Rubio,R,FL,Yea,Marco Rubio
775,H.R. 3935,Bernard,Sanders,I,VT,Nay,Bernard Sanders
776,H.R. 3935,Brian,Schatz,D,HI,Yea,Brian Schatz
777,H.R. 3935,Eric ,Schmitt,R,MO,Yea,Eric  Schmitt
778,H.R. 3935,Charles,Schumer,D,NY,Yea,Charles Schumer
779,H.R. 3935,Rick,Scott,R,FL,Yea,Rick Scott
780,H.R. 3935,Tim,Scott,R,SC,Yea,Tim Scott
781,H.R. 3935,Jeanne,Shaheen,D,NH,Yea,Jeanne Shaheen
782,H.R. 3935,Kyrsten,Sinema,I,AZ,Yea,Kyrsten Sinema
783,H.R. 3935,Tina,Smith,D,MN,Yea,Tina Smith
784,H.R. 3935,Debbie,Stabenow,D,MI,Yea,Debbie Stabenow
785,H.R. 3935,Dan,Sullivan,R,AK,Yea,Dan Sullivan
786,H.R. 3935,Jon,Tester,D,MT,Yea,Jon Tester
787,H.R. 3935,John,Thune,R,SD,Yea,John Thune
788,H.R. 3935,Thomas,Tillis,R,NC,Yea,Thomas Tillis
789,H.R. 3935,Tommy,Tuberville,R,AL,Yea,Tommy Tuberville
790,H.R. 3935,Chris,Van Hollen,D,MD,Nay,Chris Van Hollen
791,H.R. 3935,J.,Vance,R,OH,Nay,J. Vance
792,H.R. 3935,Mark,Warner,D,VA,Nay,Mark Warner
793,H.R. 3935,Raphael,Warnock,D,GA,Yea,Raphael Warnock
794,H.R. 3935,Elizabeth,Warren,D,MA,Nay,Elizabeth Warren
795,H.R. 3935,Peter,Welch,D,VT,Yea,Peter Welch
796,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea,Sheldon Whitehouse
797,H.R. 3935,Roger,Wicker,R,MS,Yea,Roger Wicker
798,H.R. 3935,Ron,Wyden,D,OR,Yea,Ron Wyden
799,H.R. 3935,Todd,Young,R,IN,Yea,Todd Young
800,H.R. 815,Tammy,Baldwin,D,WI,Yea,Tammy Baldwin
801,H.R. 815,John,Barrasso,R,WY,Nay,John Barrasso
802,H.R. 815,Michael,Bennet,D,CO,Yea,Michael Bennet
803,H.R. 815,Marsha,Blackburn,R,TN,Nay,Marsha Blackburn
804,H.R. 815,Richard,Blumenthal,D,CT,Yea,Richard Blumenthal
805,H.R. 815,Cory,Booker,D,NJ,Yea,Cory Booker
806,H.R. 815,John,Boozman,R,AR,Yea,John Boozman
807,H.R. 815,Mike,Braun,R,IN,Nay,Mike Braun
808,H.R. 815,Katie,Britt,R,AL,Yea,Katie Britt
809,H.R. 815,Sherrod ,Brown,D,OH,Yea,Sherrod  Brown
810,H.R. 815,Ted,Budd,R,NC,Nay,Ted Budd
811,H.R. 815,Laphonza,Butler,D,CA,Yea,Laphonza Butler
812,H.R. 815,Maria,Cantwell,D,WA,Yea,Maria Cantwell
813,H.R. 815,Shelley,Capito,R,WV,Yea,Shelley Capito
814,H.R. 815,Ben,Cardin,D,MD,Yea,Ben Cardin
815,H.R. 815,Thomas,Carper,D,DE,Yea,Thomas Carper
816,H.R. 815,Bob,Casey,D,PA,Yea,Bob Casey
817,H.R. 815,Bill,Cassidy,R,LA,Yea,Bill Cassidy
818,H.R. 815,Susan,Collins,R,ME,Yea,Susan Collins
819,H.R. 815,Christopher,Coons,D,DE,Yea,Christopher Coons
820,H.R. 815,John,Cornyn,R,TX,Yea,John Cornyn
821,H.R. 815,Catherine,Cortez Masto,D,NV,Yea,Catherine Cortez Masto
822,H.R. 815,Tom,Cotton,R,AR,Yea,Tom Cotton
823,H.R. 815,Kevin,Cramer,R,ND,Yea,Kevin Cramer
824,H.R. 815,Mike,Crapo,R,ID,Yea,Mike Crapo
825,H.R. 815,Ted,Cruz,R,TX,Nay,Ted Cruz
826,H.R. 815,Steve,Daines,R,MT,Yea,Steve Daines
827,H.R. 815,Tammy,Duckworth,D,IL,Yea,Tammy Duckworth
828,H.R. 815,Richard,Durbin,D,IL,Yea,Richard Durbin
829,H.R. 815,Joni,Ernst,R,IA,Yea,Joni Ernst
830,H.R. 815,John,Fetterman,D,PA,Yea,John Fetterman
831,H.R. 815,Deb,Fischer,R,NE,Yea,Deb Fischer
832,H.R. 815,Kirsten,Gillibrand,D,NY,Yea,Kirsten Gillibrand
833,H.R. 815,Lindsey,Graham,R,SC,Yea,Lindsey Graham
834,H.R. 815,Chuck,Grassley,R,IA,Yea,Chuck Grassley
835,H.R. 815,Bill,Hagerty,R,TN,Nay,Bill Hagerty
836,H.R. 815,Maggie,Hassan,D,NH,Yea,Maggie Hassan
837,H.R. 815,Josh,Hawley,R,MO,Nay,Josh Hawley
838,H.R. 815,Martin,Heinrich,D,NM,Yea,Martin Heinrich
839,H.R. 815,John,Hickenlooper,D,CO,Yea,John Hickenlooper
840,H.R. 815,Mazie,Hirono,D,HI,Yea,Mazie Hirono
841,H.R. 815,John,Hoeven,R,ND,Yea,John Hoeven
842,H.R. 815,Cindy,Hyde-Smith,R,MS,Yea,Cindy Hyde-Smith
843,H.R. 815,Ron,Johnson,R,WI,Nay,Ron Johnson
844,H.R. 815,Timothy,Kaine,D,VA,Yea,Timothy Kaine
845,H.R. 815,Mark,Kelly,D,AZ,Yea,Mark Kelly
846,H.R. 815,John,Kennedy,R,LA,Yea,John Kennedy
847,H.R. 815,Angus,King,I,ME,Yea,Angus King
848,H.R. 815,Amy,Klobuchar,D,MN,Yea,Amy Klobuchar
849,H.R. 815,James,Lankford,R,OK,Yea,James Lankford
850,H.R. 815,Mike,Lee,R,UT,Nay,Mike Lee
851,H.R. 815,Ben,Lujan,D,NM,Yea,Ben Lujan
852,H.R. 815,Cynthia,Lummis,R,WY,Nay,Cynthia Lummis
853,H.R. 815,Joseph,Manchin,D,WV,Yea,Joseph Manchin
854,H.R. 815,Edward,Markey,D,MA,Yea,Edward Markey
855,H.R. 815,Roger,Marshall,R,KS,Nay,Roger Marshall
856,H.R. 815,Mitch,McConnell,R,KY,Yea,Mitch McConnell
857,H.R. 815,Robert,Menendez,D,NJ,Yea,Robert Menendez
858,H.R. 815,Jeff,Merkley,D,OR,Nay,Jeff Merkley
859,H.R. 815,Jerry,Moran,R,KS,Yea,Jerry Moran
860,H.R. 815,Markwayne,Mullin,R,OK,Yea,Markwayne Mullin
861,H.R. 815,Lisa,Murkowski,R,AK,Yea,Lisa Murkowski
862,H.R. 815,Christopher,Murphy,D,CT,Yea,Christopher Murphy
863,H.R. 815,Patty,Murray,D,WA,Yea,Patty Murray
864,H.R. 815,Jon,Ossoff,D,GA,Yea,Jon Ossoff
865,H.R. 815,Alex,Padilla,D,CA,Yea,Alex Padilla
866,H.R. 815,Rand,Paul,R,KY,Not Voting,Rand Paul
867,H.R. 815,Gary,Peters,D,MI,Yea,Gary Peters
868,H.R. 815,John,Reed,D,RI,Yea,John Reed
869,H.R. 815,Pete,Ricketts,R,NE,Yea,Pete Ricketts
870,H.R. 815,James ,Risch,R,ID,Yea,James  Risch
871,H.R. 815,Mitt,Romney,R,UT,Yea,Mitt Romney
872,H.R. 815,Jacklyn,Rosen,D,NV,Yea,Jacklyn Rosen
873,H.R. 815,Mike,Rounds,R,SD,Yea,Mike Rounds
874,H.R. 815,Marco,Rubio,R,FL,Nay,Marco Rubio
875,H.R. 815,Bernard,Sanders,I,VT,Nay,Bernard Sanders
876,H.R. 815,Brian,Schatz,D,HI,Yea,Brian Schatz
877,H.R. 815,Eric ,Schmitt,R,MO,Nay,Eric  Schmitt
878,H.R. 815,Charles,Schumer,D,NY,Yea,Charles Schumer
879,H.R. 815,Rick,Scott,R,FL,Nay,Rick Scott
880,H.R. 815,Tim,Scott,R,SC,Not Voting,Tim Scott
881,H.R. 815,Jeanne,Shaheen,D,NH,Yea,Jeanne Shaheen
882,H.R. 815,Kyrsten,Sinema,I,AZ,Yea,Kyrsten Sinema
883,H.R. 815,Tina,Smith,D,MN,Yea,Tina Smith
884,H.R. 815,Debbie,Stabenow,D,MI,Yea,Debbie Stabenow
885,H.R. 815,Dan,Sullivan,R,AK,Yea,Dan Sullivan
886,H.R. 815,Jon,Tester,D,MT,Yea,Jon Tester
887,H.R. 815,John,Thune,R,SD,Yea,John Thune
888,H.R. 815,Thomas,Tillis,R,NC,Yea,Thomas Tillis
889,H.R. 815,Tommy,Tuberville,R,AL,Not Voting,Tommy Tuberville
890,H.R. 815,Chris,Van Hollen,D,MD,Yea,Chris Van Hollen
891,H.R. 815,J.,Vance,R,OH,Nay,J. Vance
892,H.R. 815,Mark,Warner,D,VA,Yea,Mark Warner
893,H.R. 815,Raphael,Warnock,D,GA,Yea,Raphael Warnock
894,H.R. 815,Elizabeth,Warren,D,MA,Yea,Elizabeth Warren
895,H.R. 815,Peter,Welch,D,VT,Nay,Peter Welch
896,H.R. 815,Sheldon,Whitehouse,D,RI,Yea,Sheldon Whitehouse
897,H.R. 815,Roger,Wicker,R,MS,Yea,Roger Wicker
898,H.R. 815,Ron,Wyden,D,OR,Yea,Ron Wyden
899,H.R. 815,Todd,Young,R,IN,Yea,Todd Young
900,H.R. 815,Tammy,Baldwin,D,WI,Yea,Tammy Baldwin
901,H.R. 815,John,Barrasso,R,WY,Nay,John Barrasso
902,H.R. 815,Michael,Bennet,D,CO,Yea,Michael Bennet
903,H.R. 815,Marsha,Blackburn,R,TN,Nay,Marsha Blackburn
904,H.R. 815,Richard,Blumenthal,D,CT,Yea,Richard Blumenthal
905,H.R. 815,Cory,Booker,D,NJ,Yea,Cory Booker
906,H.R. 815,John,Boozman,R,AR,Yea,John Boozman
907,H.R. 815,Mike,Braun,R,IN,Nay,Mike Braun
908,H.R. 815,Katie,Britt,R,AL,Nay,Katie Britt
909,H.R. 815,Sherrod ,Brown,D,OH,Yea,Sherrod  Brown
910,H.R. 815,Ted,Budd,R,NC,Nay,Ted Budd
911,H.R. 815,Laphonza,Butler,D,CA,Yea,Laphonza Butler
912,H.R. 815,Maria,Cantwell,D,WA,Yea,Maria Cantwell
913,H.R. 815,Shelley,Capito,R,WV,Yea,Shelley Capito
914,H.R. 815,Ben,Cardin,D,MD,Not Voting,Ben Cardin
915,H.R. 815,Thomas,Carper,D,DE,Yea,Thomas Carper
916,H.R. 815,Bob,Casey,D,PA,Yea,Bob Casey
917,H.R. 815,Bill,Cassidy,R,LA,Yea,Bill Cassidy
918,H.R. 815,Susan,Collins,R,ME,Yea,Susan Collins
919,H.R. 815,Christopher,Coons,D,DE,Yea,Christopher Coons
920,H.R. 815,John,Cornyn,R,TX,Yea,John Cornyn
921,H.R. 815,Catherine,Cortez Masto,D,NV,Yea,Catherine Cortez Masto
922,H.R. 815,Tom,Cotton,R,AR,Nay,Tom Cotton
923,H.R. 815,Kevin,Cramer,R,ND,Yea,Kevin Cramer
924,H.R. 815,Mike,Crapo,R,ID,Yea,Mike Crapo
925,H.R. 815,Ted,Cruz,R,TX,Nay,Ted Cruz
926,H.R. 815,Steve,Daines,R,MT,Nay,Steve Daines
927,H.R. 815,Tammy,Duckworth,D,IL,Yea,Tammy Duckworth
928,H.R. 815,Richard,Durbin,D,IL,Yea,Richard Durbin
929,H.R. 815,Joni,Ernst,R,IA,Nay,Joni Ernst
930,H.R. 815,John,Fetterman,D,PA,Yea,John Fetterman
931,H.R. 815,Deb,Fischer,R,NE,Yea,Deb Fischer
932,H.R. 815,Kirsten,Gillibrand,D,NY,Yea,Kirsten Gillibrand
933,H.R. 815,Lindsey,Graham,R,SC,Yea,Lindsey Graham
934,H.R. 815,Chuck,Grassley,R,IA,Nay,Chuck Grassley
935,H.R. 815,Bill,Hagerty,R,TN,Nay,Bill Hagerty
936,H.R. 815,Maggie,Hassan,D,NH,Yea,Maggie Hassan
937,H.R. 815,Josh,Hawley,R,MO,Not Voting,Josh Hawley
938,H.R. 815,Martin,Heinrich,D,NM,Yea,Martin Heinrich
939,H.R. 815,John,Hickenlooper,D,CO,Yea,John Hickenlooper
940,H.R. 815,Mazie,Hirono,D,HI,Yea,Mazie Hirono
941,H.R. 815,John,Hoeven,R,ND,Yea,John Hoeven
942,H.R. 815,Cindy,Hyde-Smith,R,MS,Yea,Cindy Hyde-Smith
943,H.R. 815,Ron,Johnson,R,WI,Nay,Ron Johnson
944,H.R. 815,Timothy,Kaine,D,VA,Yea,Timothy Kaine
945,H.R. 815,Mark,Kelly,D,AZ,Yea,Mark Kelly
946,H.R. 815,John,Kennedy,R,LA,Yea,John Kennedy
947,H.R. 815,Angus,King,I,ME,Yea,Angus King
948,H.R. 815,Amy,Klobuchar,D,MN,Yea,Amy Klobuchar
949,H.R. 815,James,Lankford,R,OK,Yea,James Lankford
950,H.R. 815,Mike,Lee,R,UT,Nay,Mike Lee
951,H.R. 815,Ben,Lujan,D,NM,Yea,Ben Lujan
952,H.R. 815,Cynthia,Lummis,R,WY,Nay,Cynthia Lummis
953,H.R. 815,Joseph,Manchin,D,WV,Yea,Joseph Manchin
954,H.R. 815,Edward,Markey,D,MA,Yea,Edward Markey
955,H.R. 815,Roger,Marshall,R,KS,Nay,Roger Marshall
956,H.R. 815,Mitch,McConnell,R,KY,Yea,Mitch McConnell
957,H.R. 815,Robert,Menendez,D,NJ,Yea,Robert Menendez
958,H.R. 815,Jeff,Merkley,D,OR,Yea,Jeff Merkley
959,H.R. 815,Jerry,Moran,R,KS,Yea,Jerry Moran
960,H.R. 815,Markwayne,Mullin,R,OK,Yea,Markwayne Mullin
961,H.R. 815,Lisa,Murkowski,R,AK,Yea,Lisa Murkowski
962,H.R. 815,Christopher,Murphy,D,CT,Yea,Christopher Murphy
963,H.R. 815,Patty,Murray,D,WA,Yea,Patty Murray
964,H.R. 815,Jon,Ossoff,D,GA,Yea,Jon Ossoff
965,H.R. 815,Alex,Padilla,D,CA,Yea,Alex Padilla
966,H.R. 815,Rand,Paul,R,KY,Not Voting,Rand Paul
967,H.R. 815,Gary,Peters,D,MI,Yea,Gary Peters
968,H.R. 815,John,Reed,D,RI,Yea,John Reed
969,H.R. 815,Pete,Ricketts,R,NE,Yea,Pete Ricketts
970,H.R. 815,James ,Risch,R,ID,Yea,James  Risch
971,H.R. 815,Mitt,Romney,R,UT,Yea,Mitt Romney
972,H.R. 815,Jacklyn,Rosen,D,NV,Yea,Jacklyn Rosen
973,H.R. 815,Mike,Rounds,R,SD,Yea,Mike Rounds
974,H.R. 815,Marco,Rubio,R,FL,Nay,Marco Rubio
975,H.R. 815,Bernard,Sanders,I,VT,Nay,Bernard Sanders
976,H.R. 815,Brian,Schatz,D,HI,Yea,Brian Schatz
977,H.R. 815,Eric ,Schmitt,R,MO,Nay,Eric  Schmitt
978,H.R. 815,Charles,Schumer,D,NY,Yea,Charles Schumer
979,H.R. 815,Rick,Scott,R,FL,Nay,Rick Scott
980,H.R. 815,Tim,Scott,R,SC,Not Voting,Tim Scott
981,H.R. 815,Jeanne,Shaheen,D,NH,Yea,Jeanne Shaheen
982,H.R. 815,Kyrsten,Sinema,I,AZ,Yea,Kyrsten Sinema
983,H.R. 815,Tina,Smith,D,MN,Yea,Tina Smith
984,H.R. 815,Debbie,Stabenow,D,MI,Yea,Debbie Stabenow
985,H.R. 815,Dan,Sullivan,R,AK,Yea,Dan Sullivan
986,H.R. 815,Jon,Tester,D,MT,Yea,Jon Tester
987,H.R. 815,John,Thune,R,SD,Yea,John Thune
988,H.R. 815,Thomas,Tillis,R,NC,Yea,Thomas Tillis
989,H.R. 815,Tommy,Tuberville,R,AL,Not Voting,Tommy Tuberville
990,H.R. 815,Chris,Van Hollen,D,MD,Yea,Chris Van Hollen
991,H.R. 815,J.,Vance,R,OH,Nay,J. Vance
992,H.R. 815,Mark,Warner,D,VA,Yea,Mark Warner
993,H.R. 815,Raphael,Warnock,D,GA,Yea,Raphael Warnock
994,H.R. 815,Elizabeth,Warren,D,MA,Yea,Elizabeth Warren
995,H.R. 815,Peter,Welch,D,VT,Yea,Peter Welch
996,H.R. 815,Sheldon,Whitehouse,D,RI,Yea,Sheldon Whitehouse
997,H.R. 815,Roger,Wicker,R,MS,Yea,Roger Wicker
998,H.R. 815,Ron,Wyden,D,OR,Yea,Ron Wyden
999,H.R. 815,Todd,Young,R,IN,Yea,Todd Young
